peak_id	chrom	start	end	midpoint	gene_id	gene_name	gene_type	tss	distance_to_tss	abs_distance_to_tss	link_class	atac_delta	atac_fdr
chr10:77531343-77531842	chr10	77531343	77531842	77531592	ENSG00000199592	RNA5SP321	rRNA	77587049	-55457	55457	distal_unlinked	-1.2430928	9.170335617908346e-06
chr10:34721182-34721681	chr10	34721182	34721681	34721431	ENSG00000215184	RP11-8L18.2	processed_pseudogene	34676041	45390	45390	proximal	1.1776606	9.259060821340185e-06
chr11:67873170-67873669	chr11	67873170	67873669	67873419	ENSG00000273819	ENPP7P7	unprocessed_pseudogene	67873367	52	52	promoter	-1.7762208	9.383871870090826e-06
chr6:137637087-137637586	chr6	137637087	137637586	137637336	ENSG00000230533	RP11-95M15.1	lincRNA	137673460	-36124	36124	proximal	1.9464376	9.407838711573726e-06
chr2:45024775-45025274	chr2	45024775	45025274	45025024	ENSG00000231156	AC093702.1	lincRNA	45013668	11356	11356	proximal	1.7945436	9.407838711573726e-06
chr9:109506023-109506522	chr9	109506023	109506522	109506272	ENSG00000263861	MIR3927	miRNA	109511545	-5273	5273	proximal	-1.70621	9.441012229852878e-06
chr2:102488135-102488634	chr2	102488135	102488634	102488384	ENSG00000180251	SLC9A4	protein_coding	102473303	15081	15081	proximal	2.0771894	9.491838664337688e-06
chr9:137447518-137448017	chr9	137447518	137448017	137447767	ENSG00000276682	MIR7114	miRNA	137450086	-2319	2319	proximal	-1.3275026	9.589380092831716e-06
chr12:53938378-53938877	chr12	53938378	53938877	53938627	ENSG00000123364	HOXC13	protein_coding	53938765	-138	138	promoter	1.7536788	9.589380092831716e-06
chr5:180330684-180331183	chr5	180330684	180331183	180330933	ENSG00000131459	GFPT2	protein_coding	180353387	-22454	22454	proximal	3.254201	9.589380092831716e-06
chr4:129358542-129359041	chr4	129358542	129359041	129358791	ENSG00000250193	RP11-419L4.1	lincRNA	129305022	53769	53769	distal_unlinked	1.6251829	9.655564405909763e-06
chr16:4935252-4935751	chr16	4935252	4935751	4935501	ENSG00000281522	Y_RNA	misc_RNA	4951891	-16390	16390	proximal	2.31447	9.733910449695503e-06
chr16:88332113-88332612	chr16	88332113	88332612	88332362	ENSG00000225614	ZNF469	protein_coding	88427471	-95109	95109	distal_unlinked	2.100081	9.733910449695503e-06
chr17:77834443-77834942	chr17	77834443	77834942	77834692	ENSG00000204283	FLJ45079	lincRNA	77884087	-49395	49395	proximal	1.4647998	9.820564101003977e-06
chr12:56358887-56359386	chr12	56358887	56359386	56359136	ENSG00000170581	STAT2	protein_coding	56360155	-1019	1019	promoter	1.4161683	9.820564101003977e-06
chr5:136011304-136011803	chr5	136011304	136011803	136011553	ENSG00000120708	TGFBI	protein_coding	136028895	-17342	17342	proximal	1.5321941	9.825148683094574e-06
chr12:62724858-62725357	chr12	62724858	62725357	62725107	ENSG00000213352	GAPDHP44	processed_pseudogene	62755227	-30120	30120	proximal	1.5886581	9.871126427163922e-06
chr17:17979403-17979902	chr17	17979403	17979902	17979652	ENSG00000230273	AC087163.3	processed_pseudogene	17981572	-1920	1920	promoter	-2.0222056	9.98009188976718e-06
chr9:114163456-114163955	chr9	114163456	114163955	114163705	ENSG00000196739	COL27A1	protein_coding	114155560	8145	8145	proximal	-1.5251188	9.98009188976718e-06
chr10:43265788-43266287	chr10	43265788	43266287	43266037	ENSG00000198915	RASGEF1A	protein_coding	43266919	-882	882	promoter	-1.7400181	1.0003640491014696e-05
chr1:212498097-212498596	chr1	212498097	212498596	212498346	ENSG00000224535	RP11-61J19.2	lincRNA	212467743	30603	30603	proximal	1.5411347	1.0003640491014696e-05
chr1:56897613-56898112	chr1	56897613	56898112	56897862	ENSG00000157131	C8A	protein_coding	56854806	43056	43056	proximal	-1.8552848	1.0088415471277076e-05
chr5:139482107-139482606	chr5	139482107	139482606	139482356	ENSG00000184584	TMEM173	protein_coding	139482935	-579	579	promoter	1.5440123	1.011706801314983e-05
chr9:129777090-129777589	chr9	129777090	129777589	129777339	ENSG00000233909	UBE2V1P4	processed_pseudogene	129791196	-13857	13857	proximal	1.4045775	1.01930956325829e-05
chr21:34701820-34702319	chr21	34701820	34702319	34702069	ENSG00000159212	CLIC6	protein_coding	34669389	32680	32680	proximal	2.8120143	1.0302257270800843e-05
chr12:65603414-65603913	chr12	65603414	65603913	65603663	ENSG00000256268	RP11-221N13.3	lincRNA	65602869	794	794	promoter	1.6193619	1.0405149608167114e-05
chr7:76364691-76365190	chr7	76364691	76365190	76364940	ENSG00000213548	AC005522.6	processed_pseudogene	76361768	3172	3172	proximal	1.6807816	1.0442306524656903e-05
chr5:1709063-1709562	chr5	1709063	1709562	1709312	ENSG00000263746	MIR4277	miRNA	1708868	444	444	promoter	-2.5814595	1.0442306524656903e-05
chr1:18989867-18990366	chr1	18989867	18990366	18990116	ENSG00000169991	IFFO2	protein_coding	18956686	33430	33430	proximal	-2.3885276	1.04774511057521e-05
chr18:77103865-77104364	chr18	77103865	77104364	77104114	ENSG00000279433	RP11-4B16.1	TEC	77110537	-6423	6423	proximal	-1.4597496	1.04774511057521e-05
chr7:107860160-107860659	chr7	107860160	107860659	107860409	ENSG00000091140	DLD	protein_coding	107890970	-30561	30561	proximal	2.1823757	1.067753152880376e-05
chr2:173354597-173355096	chr2	173354597	173355096	173354846	ENSG00000144354	CDCA7	protein_coding	173354820	26	26	promoter	1.3416015	1.0755531582487838e-05
chr2:118122889-118123388	chr2	118122889	118123388	118123138	ENSG00000125629	INSIG2	protein_coding	118088452	34686	34686	proximal	1.2506592	1.1064414850808206e-05
chr8:125309632-125310131	chr8	125309632	125310131	125309881	ENSG00000242170	RN7SL329P	misc_RNA	125270604	39277	39277	proximal	1.3523782	1.129499394493608e-05
chr9:94941334-94941833	chr9	94941334	94941833	94941583	ENSG00000224764	RP11-54O15.3	antisense	94934946	6637	6637	proximal	-1.0004792	1.1303796270398816e-05
chr20:10565539-10566038	chr20	10565539	10566038	10565788	ENSG00000235036	RP5-1099D15.1	processed_pseudogene	10614229	-48441	48441	proximal	1.9641527	1.1402549995073e-05
chr17:4625265-4625764	chr17	4625265	4625764	4625514	ENSG00000222429	RNU6-955P	snRNA	4619852	5662	5662	proximal	-1.7668377	1.1463021661712953e-05
chr1:85289434-85289933	chr1	85289434	85289933	85289683	ENSG00000264380	AL590113.1	miRNA	85284610	5073	5073	proximal	1.9721301	1.1463021661712953e-05
chr10:34116264-34116763	chr10	34116264	34116763	34116513	ENSG00000199200	Y_RNA	misc_RNA	34202074	-85561	85561	distal_unlinked	-1.6877824	1.1890180067857563e-05
chr12:9650649-9651148	chr12	9650649	9651148	9650898	ENSG00000256442	RP11-705C15.4	antisense	9648009	2889	2889	proximal	1.3831344	1.1890180067857563e-05
chr12:54306942-54307441	chr12	54306942	54307441	54307191	ENSG00000111481	COPZ1	protein_coding	54301202	5989	5989	proximal	1.9333761	1.1890180067857563e-05
chr9:83501926-83502425	chr9	83501926	83502425	83502175	ENSG00000172159	FRMD3	protein_coding	83538546	-36371	36371	proximal	-1.982332	1.1943475710927914e-05
chr11:85718959-85719458	chr11	85718959	85719458	85719208	ENSG00000179071	CCDC89	protein_coding	85686277	32931	32931	proximal	1.900172	1.2052454334624595e-05
chr7:25852134-25852633	chr7	25852134	25852633	25852383	ENSG00000270933	CTD-2227E11.1	lincRNA	25949403	-97020	97020	distal_unlinked	1.4866282	1.2285146509247083e-05
chr10:94002109-94002608	chr10	94002109	94002608	94002358	ENSG00000138193	PLCE1	protein_coding	93993989	8369	8369	proximal	2.3318257	1.2517188742557808e-05
chr7:107044417-107044916	chr7	107044417	107044916	107044666	ENSG00000005249	PRKAR2B	protein_coding	107044649	17	17	promoter	1.1485	1.26761832321748e-05
chr3:130820860-130821359	chr3	130820860	130821359	130821109	ENSG00000232829	GSTO3P	processed_pseudogene	130827659	-6550	6550	proximal	1.1371164	1.273852887926426e-05
chr6:25458456-25458955	chr6	25458456	25458955	25458705	ENSG00000253017	AL160037.1	miRNA	25407895	50810	50810	distal_unlinked	1.5847082	1.2778641783603722e-05
chr13:50598342-50598841	chr13	50598342	50598841	50598591	ENSG00000281190	AC007304.1	miRNA	50643015	-44424	44424	proximal	-1.3091311	1.3562961392400422e-05
chr11:74278606-74279105	chr11	74278606	74279105	74278855	ENSG00000206913	SNORA7	snoRNA	74252552	26303	26303	proximal	2.7529123	1.3778344815908354e-05
chr21:42561697-42562196	chr21	42561697	42562196	42561946	ENSG00000235772	AP001625.6	antisense	42561934	12	12	promoter	-1.822885	1.3783683141485797e-05
chr12:65602455-65602954	chr12	65602455	65602954	65602704	ENSG00000256268	RP11-221N13.3	lincRNA	65602869	-165	165	promoter	1.4884188	1.3830399355826736e-05
chr10:57692231-57692730	chr10	57692231	57692730	57692480	ENSG00000235810	RP11-550A9.1	processed_pseudogene	57513157	179323	179323	distal_unlinked	1.9090068	1.3873834488217962e-05
chr13:100545313-100545812	chr13	100545313	100545812	100545562	ENSG00000234354	RPS26P47	processed_pseudogene	100540248	5314	5314	proximal	-1.846983	1.398716515467413e-05
chr17:44941588-44942087	chr17	44941588	44942087	44941837	ENSG00000186185	KIF18B	protein_coding	44947711	-5874	5874	proximal	1.827314	1.4198079644358756e-05
chr11:71205996-71206495	chr11	71205996	71206495	71206245	ENSG00000162105	SHANK2	protein_coding	71252577	-46332	46332	proximal	-1.714145	1.4300110983743192e-05
chr9:90458404-90458903	chr9	90458404	90458903	90458653	ENSG00000231107	LINC01508	lincRNA	90433505	25148	25148	proximal	-1.371787	1.4300110983743192e-05
chr22:35192076-35192575	chr22	35192076	35192575	35192325	ENSG00000243453	COX7BP1	processed_pseudogene	35194942	-2617	2617	proximal	2.407207	1.4300110983743192e-05
chr1:118959980-118960479	chr1	118959980	118960479	118960229	ENSG00000092607	TBX15	protein_coding	118989556	-29327	29327	proximal	1.8943886	1.4453785540046326e-05
chr7:43302105-43302604	chr7	43302105	43302604	43302354	ENSG00000213717	AC004692.5	processed_pseudogene	43274159	28195	28195	proximal	2.8441606	1.4453785540046326e-05
chr3:186839825-186840324	chr3	186839825	186840324	186840074	ENSG00000181092	ADIPOQ	protein_coding	186842690	-2616	2616	proximal	2.6829808	1.454080735191814e-05
chr7:29723088-29723587	chr7	29723088	29723587	29723337	ENSG00000225264	ZNRF2P2	transcribed_processed_pseudogene	29685255	38082	38082	proximal	2.0536134	1.4630123198865932e-05
chr1:181112444-181112943	chr1	181112444	181112943	181112693	ENSG00000162783	IER5	protein_coding	181088712	23981	23981	proximal	1.4362266	1.4773621951556284e-05
chr18:75418243-75418742	chr18	75418243	75418742	75418492	ENSG00000206026	SMIM21	protein_coding	75427703	-9211	9211	proximal	-1.8522606	1.480110562991406e-05
chr8:92587541-92588040	chr8	92587541	92588040	92587790	ENSG00000221172	AC091096.1	miRNA	92635335	-47545	47545	proximal	2.140447	1.4856779734132157e-05
chr8:143407834-143408333	chr8	143407834	143408333	143408083	ENSG00000253931	RP11-909N17.2	antisense	143412749	-4666	4666	proximal	2.0538745	1.514309892769461e-05
chr2:28224716-28225215	chr2	28224716	28225215	28224965	ENSG00000225991	RP11-731I19.1	processed_pseudogene	28308161	-83196	83196	distal_unlinked	1.6679585	1.523268516271322e-05
chr21:27693381-27693880	chr21	27693381	27693880	27693630	ENSG00000225298	LINC00113	lincRNA	27722379	-28749	28749	proximal	2.442616	1.575704188685066e-05
chr14:23936271-23936770	chr14	23936271	23936770	23936520	ENSG00000259334	LINC00596	lincRNA	23934568	1952	1952	promoter	-1.8693516	1.575714994120134e-05
chr2:109291241-109291740	chr2	109291241	109291740	109291490	ENSG00000265965	MIR4266	miRNA	109313625	-22135	22135	proximal	-2.286918	1.582180974359318e-05
chr5:154701027-154701526	chr5	154701027	154701526	154701276	ENSG00000274472	Y_RNA	misc_RNA	154705626	-4350	4350	proximal	-2.0664258	1.5854074880442776e-05
chr11:3905273-3905772	chr11	3905273	3905772	3905522	ENSG00000230593	AC090804.1	processed_pseudogene	3892887	12635	12635	proximal	1.4911101	1.593568719898593e-05
chr1:119080476-119080975	chr1	119080476	119080975	119080725	ENSG00000223575	RBMX2P3	processed_pseudogene	119085954	-5229	5229	proximal	1.8868454	1.6138854950437903e-05
chr8:140042600-140043099	chr8	140042600	140043099	140042849	ENSG00000274064	RP11-570L14.1	processed_pseudogene	140039756	3093	3093	proximal	-1.780856	1.637368463516506e-05
chr1:186680125-186680624	chr1	186680125	186680624	186680374	ENSG00000073756	PTGS2	protein_coding	186680427	-53	53	promoter	1.7955699	1.6455257538135563e-05
chr11:914993-915492	chr11	914993	915492	915242	ENSG00000177830	CHID1	protein_coding	915058	184	184	promoter	-2.1848624	1.6455257538135563e-05
chr1:218377283-218377782	chr1	218377283	218377782	218377532	ENSG00000092969	TGFB2	protein_coding	218346235	31297	31297	proximal	1.8847263	1.6455257538135563e-05
chr17:13562024-13562523	chr17	13562024	13562523	13562273	ENSG00000221698	MIR548H3	miRNA	13543646	18627	18627	proximal	2.4797602	1.6585336079298253e-05
chr4:95727975-95728474	chr4	95727975	95728474	95728224	ENSG00000242936	RPL30P6	processed_pseudogene	95645293	82931	82931	distal_unlinked	2.0612426	1.6585336079298253e-05
chr20:44733289-44733788	chr20	44733289	44733788	44733538	ENSG00000124249	KCNK15	protein_coding	44745780	-12242	12242	proximal	1.1985241	1.6906241721090342e-05
chr3:45124364-45124863	chr3	45124364	45124863	45124613	ENSG00000163814	CDCP1	protein_coding	45146422	-21809	21809	proximal	1.6318173	1.735910331966938e-05
chr4:77579357-77579856	chr4	77579357	77579856	77579606	ENSG00000156234	CXCL13	protein_coding	77511753	67853	67853	distal_unlinked	2.1326125	1.7450251705611863e-05
chr7:25855926-25856425	chr7	25855926	25856425	25856175	ENSG00000270933	CTD-2227E11.1	lincRNA	25949403	-93228	93228	distal_unlinked	1.9059594	1.7450251705611863e-05
chr12:65741277-65741776	chr12	65741277	65741776	65741526	ENSG00000149948	HMGA2	protein_coding	65824131	-82605	82605	distal_unlinked	1.6767343	1.7450251705611863e-05
chr5:169350668-169351167	chr5	169350668	169351167	169350917	ENSG00000184347	SLIT3	protein_coding	169301129	49788	49788	proximal	1.9575531	1.7450251705611863e-05
chr7:129845422-129845921	chr7	129845422	129845921	129845671	ENSG00000242078	RP11-738B7.1	lincRNA	129785185	60486	60486	distal_unlinked	1.5342548	1.7564164413800093e-05
chr7:141585790-141586289	chr7	141585790	141586289	141586039	ENSG00000261570	RP11-744I24.2	antisense	141551304	34735	34735	proximal	1.7704902	1.7642019997928198e-05
chr4:129342810-129343309	chr4	129342810	129343309	129343059	ENSG00000250193	RP11-419L4.1	lincRNA	129305022	38037	38037	proximal	1.1769512	1.7690158676080723e-05
chr2:235573812-235574311	chr2	235573812	235574311	235574061	ENSG00000235529	AGAP1-IT1	sense_intronic	235505751	68310	68310	distal_unlinked	-1.67399	1.7690158676080723e-05
chr18:23141532-23142031	chr18	23141532	23142031	23141781	ENSG00000222999	AC105247.1	miRNA	23136512	5269	5269	proximal	-1.2704036	1.779588273427944e-05
chr7:140390751-140391250	chr7	140390751	140391250	140391000	ENSG00000202472	RNA5SP248	rRNA	140386907	4093	4093	proximal	1.6801109	1.779588273427944e-05
chr11:7648178-7648677	chr11	7648178	7648677	7648427	ENSG00000166394	CYB5R2	protein_coding	7677222	-28795	28795	proximal	-2.3721561	1.794545127536786e-05
chr5:36502548-36503047	chr5	36502548	36503047	36502797	ENSG00000222178	RNA5SP181	rRNA	36485343	17454	17454	proximal	2.8481097	1.8185884680118736e-05
chr5:123951532-123952031	chr5	123951532	123952031	123951781	ENSG00000250862	HMGB1P29	processed_pseudogene	124221077	-269296	269296	distal_unlinked	2.6162815	1.8247494464606416e-05
chr11:34750222-34750721	chr11	34750222	34750721	34750471	ENSG00000270491	RP4-743O11.1	processed_pseudogene	34742906	7565	7565	proximal	2.6709821	1.8247494464606416e-05
chr7:50771252-50771751	chr7	50771252	50771751	50771501	ENSG00000106070	GRB10	protein_coding	50793462	-21961	21961	proximal	-1.5163825	1.84597330614835e-05
chr2:38178071-38178570	chr2	38178071	38178570	38178320	ENSG00000273006	RP11-314C9.2	lincRNA	38193348	-15028	15028	proximal	1.4355438	1.8783444390958947e-05
chr6:106591389-106591888	chr6	106591389	106591888	106591638	ENSG00000200295	RNU6-527P	snRNA	106607716	-16078	16078	proximal	1.7164776	1.8916761413789823e-05
chr14:99602077-99602576	chr14	99602077	99602576	99602326	ENSG00000205476	CCDC85C	protein_coding	99604026	-1700	1700	promoter	-1.2127593	1.909180871202744e-05
chr9:21591581-21592080	chr9	21591581	21592080	21591830	ENSG00000171889	MIR31HG	sense_overlapping	21559669	32161	32161	proximal	1.2974768	1.9236773478517868e-05
chr12:12891243-12891742	chr12	12891243	12891742	12891492	ENSG00000013588	GPRC5A	protein_coding	12890782	710	710	promoter	2.0429888	1.9236773478517868e-05
chr2:62654384-62654883	chr2	62654384	62654883	62654633	ENSG00000226622	AC092155.4	antisense	62662654	-8021	8021	proximal	1.6924002	1.924388230962787e-05
chr11:914117-914616	chr11	914117	914616	914366	ENSG00000177830	CHID1	protein_coding	915058	-692	692	promoter	-1.2331154	1.924388230962787e-05
chr11:89340367-89340866	chr11	89340367	89340866	89340616	ENSG00000279603	RP11-796A5.4	TEC	89301477	39139	39139	proximal	1.7244992	1.944404720654378e-05
chr12:53232091-53232590	chr12	53232091	53232590	53232340	ENSG00000172819	RARG	protein_coding	53232980	-640	640	promoter	1.3560593	1.949610472319664e-05
chr22:40511585-40512084	chr22	40511585	40512084	40511834	ENSG00000232564	RP4-591N18.2	antisense	40521800	-9966	9966	proximal	1.228493	1.9646074059234542e-05
chr14:51472899-51473398	chr14	51472899	51473398	51473148	ENSG00000139926	FRMD6	protein_coding	51489100	-15952	15952	proximal	-1.2987565	1.9646074059234542e-05
chr16:10992669-10993168	chr16	10992669	10993168	10992918	ENSG00000229917	RPL7P46	processed_pseudogene	11027024	-34106	34106	proximal	1.5540779	1.9820015934334872e-05
chr7:197467-197966	chr7	197467	197966	197716	ENSG00000240093	AC093627.12	antisense	194180	3536	3536	proximal	-1.7628736	1.9939346876250217e-05
chr6:43813101-43813600	chr6	43813101	43813600	43813350	ENSG00000223469	RP11-344J7.2	lincRNA	43852333	-38983	38983	proximal	-1.6062307	2.0093516704971743e-05
chr8:128168277-128168776	chr8	128168277	128168776	128168526	ENSG00000221261	MIR1208	miRNA	128150116	18410	18410	proximal	1.5174506	2.021952338511769e-05
chr2:207869820-207870319	chr2	207869820	207870319	207870069	ENSG00000225111	AC083900.1	sense_intronic	207869915	154	154	promoter	1.3701683	2.040217868340697e-05
chr8:100528760-100529259	chr8	100528760	100529259	100529009	ENSG00000251013	GAPDHP62	processed_pseudogene	100551713	-22704	22704	proximal	-1.3760045	2.0454090858303057e-05
chr14:65238498-65238997	chr14	65238498	65238997	65238747	ENSG00000258878	CTD-2509G16.3	processed_pseudogene	65235101	3646	3646	proximal	1.8667965	2.08440070037746e-05
chr12:107385474-107385973	chr12	107385474	107385973	107385723	ENSG00000200897	SNORD74	snoRNA	107374747	10976	10976	proximal	2.7706056	2.0964139106093717e-05
chr1:233107583-233108082	chr1	233107583	233108082	233107832	ENSG00000135778	NTPCR	protein_coding	232950605	157227	157227	distal_unlinked	2.2851257	2.1849579224624766e-05
chr21:39633735-39634234	chr21	39633735	39634234	39633984	ENSG00000225330	AF064860.5	sense_overlapping	39630271	3713	3713	proximal	2.2440577	2.1874342252370512e-05
chr1:21560007-21560506	chr1	21560007	21560506	21560256	ENSG00000233431	RP11-63N8.3	antisense	21586472	-26216	26216	proximal	-1.7155687	2.1883061278048652e-05
chr1:201456802-201457301	chr1	201456802	201457301	201457051	ENSG00000224818	RP11-134G8.10	3prime_overlapping_ncrna	201465146	-8095	8095	proximal	2.5527725	2.1883061278048652e-05
chr17:3485600-3486099	chr17	3485600	3486099	3485849	ENSG00000108381	ASPA	protein_coding	3472374	13475	13475	proximal	-2.1946778	2.195701589989633e-05
chr20:47929324-47929823	chr20	47929324	47929823	47929573	ENSG00000234967	RP11-347D21.1	lincRNA	47950799	-21226	21226	proximal	1.8430771	2.195701589989633e-05
chr16:85602000-85602499	chr16	85602000	85602499	85602249	ENSG00000131149	GSE1	protein_coding	85611409	-9160	9160	proximal	-1.1231498	2.195701589989633e-05
chr10:457710-458209	chr10	457710	458209	457959	ENSG00000233021	RP11-490E15.2	antisense	437561	20398	20398	proximal	-1.7375218	2.195701589989633e-05
chr20:53611404-53611903	chr20	53611404	53611903	53611653	ENSG00000171940	ZNF217	protein_coding	53609907	1746	1746	promoter	1.3434458	2.195701589989633e-05
chr8:22559752-22560251	chr8	22559752	22560251	22560001	ENSG00000254230	RP11-582J16.3	antisense	22567171	-7170	7170	proximal	1.5966399	2.203395088113464e-05
chr7:91239234-91239733	chr7	91239234	91239733	91239483	ENSG00000157240	FZD1	protein_coding	91264364	-24881	24881	proximal	1.750452	2.2034124904278224e-05
chr2:56741422-56741921	chr2	56741422	56741921	56741671	ENSG00000231570	AC008173.1	processed_pseudogene	56750300	-8629	8629	proximal	2.0556593	2.2034124904278224e-05
chr2:109288978-109289477	chr2	109288978	109289477	109289227	ENSG00000265965	MIR4266	miRNA	109313625	-24398	24398	proximal	-2.437562	2.2106068469813e-05
chr10:32139236-32139735	chr10	32139236	32139735	32139485	ENSG00000234811	RP11-241I20.5	processed_pseudogene	32111789	27696	27696	proximal	1.042824	2.215263005157365e-05
chr21:43921978-43922477	chr21	43921978	43922477	43922227	ENSG00000199598	RNU6-859P	snRNA	43919901	2326	2326	proximal	-1.9030721	2.217079624424363e-05
chr1:59367592-59368091	chr1	59367592	59368091	59367841	ENSG00000172456	FGGY	protein_coding	59296638	71203	71203	distal_unlinked	1.9550811	2.246859336374382e-05
chr15:92083155-92083654	chr15	92083155	92083654	92083404	ENSG00000258761	RP11-24J19.1	antisense	92172436	-89032	89032	distal_unlinked	-2.2218988	2.2500456034972407e-05
chr1:233112940-233113439	chr1	233112940	233113439	233113189	ENSG00000135778	NTPCR	protein_coding	232950605	162584	162584	distal_unlinked	1.832186	2.2500456034972407e-05
chr8:69643898-69644397	chr8	69643898	69644397	69644147	ENSG00000222889	RN7SKP29	misc_RNA	69700224	-56077	56077	distal_unlinked	2.917825	2.267114819570304e-05
chr21:34770522-34771021	chr21	34770522	34771021	34770771	ENSG00000234380	LINC01426	antisense	34745757	25014	25014	proximal	1.8272367	2.3089925038614778e-05
chr2:127052140-127052639	chr2	127052140	127052639	127052389	ENSG00000260634	RP11-521O16.1	lincRNA	127025723	26666	26666	proximal	-1.4498949	2.333340365257824e-05
chr19:48466517-48467016	chr19	48466517	48467016	48466766	ENSG00000268465	CTC-273B12.7	protein_coding	48465837	929	929	promoter	1.3375733	2.335500655689857e-05
chr19:40266147-40266646	chr19	40266147	40266646	40266396	ENSG00000205041	CTC-425O23.2	sense_intronic	40275479	-9083	9083	proximal	-1.8761642	2.3742659370797336e-05
chr20:53032590-53033089	chr20	53032590	53033089	53032839	ENSG00000252629	AL050316.1	miRNA	53062617	-29778	29778	proximal	2.5960045	2.3742659370797336e-05
chr12:12901365-12901864	chr12	12901365	12901864	12901614	ENSG00000013588	GPRC5A	protein_coding	12890782	10832	10832	proximal	2.6576986	2.3745630559807365e-05
chr14:102870907-102871406	chr14	102870907	102871406	102871156	ENSG00000206969	RNU6-1316P	snRNA	102865856	5300	5300	proximal	-1.5051663	2.42746051290322e-05
chr8:102725249-102725748	chr8	102725249	102725748	102725498	ENSG00000266799	AP003356.1	miRNA	102733719	-8221	8221	proximal	-1.9804608	2.42746051290322e-05
chr7:98420946-98421445	chr7	98420946	98421445	98421195	ENSG00000006453	BAIAP2L1	protein_coding	98401068	20127	20127	proximal	1.2980107	2.42746051290322e-05
chr10:126397964-126398463	chr10	126397964	126398463	126398213	ENSG00000148848	ADAM12	protein_coding	126388455	9758	9758	proximal	2.3891973	2.42746051290322e-05
chr8:128167768-128168267	chr8	128167768	128168267	128168017	ENSG00000221261	MIR1208	miRNA	128150116	17901	17901	proximal	1.1601721	2.42746051290322e-05
chr17:50670934-50671433	chr17	50670934	50671433	50671183	ENSG00000262967	RP11-294J22.6	antisense	50693448	-22265	22265	proximal	1.5458688	2.436063459339266e-05
chr2:161990642-161991141	chr2	161990642	161991141	161990891	ENSG00000234732	RPEP5	processed_pseudogene	161931466	59425	59425	distal_unlinked	1.5218697	2.462553696653811e-05
chr14:103140658-103141157	chr14	103140658	103141157	103140907	ENSG00000259374	RP11-736N17.4	transcribed_processed_pseudogene	103139675	1232	1232	promoter	-1.3992823	2.4674219006862112e-05
chr13:30125589-30126088	chr13	30125589	30126088	30125838	ENSG00000224511	LINC00365	lincRNA	30108875	16963	16963	proximal	1.9224246	2.4674219006862112e-05
chr22:35191375-35191874	chr22	35191375	35191874	35191624	ENSG00000243453	COX7BP1	processed_pseudogene	35194942	-3318	3318	proximal	2.3615248	2.4930580078722585e-05
chr10:14397029-14397528	chr10	14397029	14397528	14397278	ENSG00000278100	Metazoa_SRP	misc_RNA	14391875	5403	5403	proximal	2.7078142	2.53761633646232e-05
chr2:109279275-109279774	chr2	109279275	109279774	109279524	ENSG00000228551	SNRPGP9	processed_pseudogene	109251422	28102	28102	proximal	-1.7588813	2.594377646176655e-05
chr1:9503208-9503707	chr1	9503208	9503707	9503457	ENSG00000235263	RP13-392I16.1	lincRNA	9503471	-14	14	promoter	-2.0934262	2.595127797627684e-05
chr1:239815974-239816473	chr1	239815974	239816473	239816223	ENSG00000234601	CHRM3-AS1	antisense	239899872	-83649	83649	distal_unlinked	2.5405366	2.6004348710189868e-05
chr16:81546710-81547209	chr16	81546710	81547209	81546959	ENSG00000277255	MIR7854	miRNA	81533902	13057	13057	proximal	-1.2261611	2.6007110881021145e-05
chr12:229310-229809	chr12	229310	229809	229559	ENSG00000111181	SLC6A12	protein_coding	214570	14989	14989	proximal	-1.896575	2.6007110881021145e-05
chr12:118307593-118308092	chr12	118307593	118308092	118307842	ENSG00000278227	AC026367.1	miRNA	118368464	-60622	60622	distal_unlinked	1.6195962	2.6054236119586917e-05
chr11:35276355-35276854	chr11	35276355	35276854	35276604	ENSG00000255004	RP1-68D18.3	antisense	35281813	-5209	5209	proximal	1.8701007	2.640120936958041e-05
chr5:5340277-5340776	chr5	5340277	5340776	5340526	ENSG00000251568	ALG3P1	processed_pseudogene	5376836	-36310	36310	proximal	1.2929969	2.655142631552841e-05
chr7:94698249-94698748	chr7	94698249	94698748	94698498	ENSG00000232385	RPS3AP25	processed_pseudogene	94695819	2679	2679	proximal	1.910431	2.7189523531343057e-05
chr11:8258767-8259266	chr11	8258767	8259266	8259016	ENSG00000166407	LMO1	protein_coding	8268716	-9700	9700	proximal	2.1076946	2.7189523531343057e-05
chr10:77820386-77820885	chr10	77820386	77820885	77820635	ENSG00000228748	RP13-39P12.3	antisense	77782866	37769	37769	proximal	2.873009	2.7189523531343057e-05
chrX:16836379-16836878	chrX	16836379	16836878	16836628	ENSG00000230180	CTD-2542O7.2	processed_pseudogene	16803233	33395	33395	proximal	1.8291118	2.7189523531343057e-05
chr19:28990388-28990887	chr19	28990388	28990887	28990637	ENSG00000252272	RNA5SP470	rRNA	29001670	-11033	11033	proximal	-1.9227822	2.7189523531343057e-05
chr15:75067116-75067615	chr15	75067116	75067615	75067365	ENSG00000138621	PPCDC	protein_coding	75023555	43810	43810	proximal	1.5368872	2.7189523531343057e-05
chr14:29846705-29847204	chr14	29846705	29847204	29846954	ENSG00000252686	RNU6-1234P	snRNA	29811916	35038	35038	proximal	-1.5226693	2.7189523531343057e-05
